index,Unnamed: 0,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,sebastian_present,catherine_present,baptist_present,jerome_present,francis_present,magdalene_present,mark_present,lucy_present,evangelist_present
38,5769.0,Domenichino,Saint Mark,https://www.artic.edu/artworks/112666/saint-mark,"https://www.artic.edu/iiif/2/cfc316ca-3a20-f0ec-c2b4-b96a5216ef86/full/600,/0/default.jpg",chicago_art_gallery_cfc316ca-3a20-f0ec-c2b4-b96a5216ef86.jpg,"Object information is a work in progress and may be updated as new research findings emerge. To help improve this record, please email . Information about image downloads and licensing is available here.", 1627–1799,"Red chalk on buff laid paper, laid down on cream laid paper",False,False,False,False,False,False,True,False,False
54,1686.0,"GHIRLANDAIO, Domenico",St Jerome,https://www.wga.hu/html/g/ghirland/domenico/1early/1cercin2.html,https://www.wga.hu/detail/g/ghirland/domenico/1early/1cercin2.jpg,web_gallery_gghirlanddomenico1early1cercin2.jpg,"St Jerome, wearing a torn penitential robe, is looking across at St Barbara. His wiry, semi-naked body seems to have been ravaged by the hardships of his hermit life. In his right hand he is holding a stone with which to beat himself. His stance is reminiscent of classical contrapposto, his right foot protruding out of the space of the niche across the painted cornice.",1451-1500,Fresco,False,False,False,True,False,False,False,False,False
50,929.0,"CARRACCI, Lodovico",The Dream of Saint Catherine of Alexandria (detail),https://www.wga.hu/html/c/carracci/lodovico/dream2.html,https://www.wga.hu/detail/c/carracci/lodovico/dream2.jpg,web_gallery_ccarraccilodovicodream2.jpg,,1551-1600,Oil on canvas,False,True,False,False,False,False,False,False,False
85,1946.0,GIOTTO di Bondone,Scenes from the Life of St John the Evangelist (south wall),https://www.wga.hu/html/g/giotto/s_croce/1peruzzi/evang0.html,https://www.wga.hu/detail/g/giotto/s_croce/1peruzzi/evang0.jpg,web_gallery_ggiottos_croce1peruzzievang0.jpg,The scenes on the south wall are the following (from top): St John the Evangelist on Patmos; Raising of Drusiana; Ascension of John the Evangelist.,1301-1350,Fresco,False,False,False,False,False,False,False,False,True
16,1128.0,"COSTA, Lorenzo the Elder",St Sebastian,https://www.wga.hu/html/c/costa/lorenzo/sebastia.html,https://www.wga.hu/detail/c/costa/lorenzo/sebastia.jpg,web_gallery_ccostalorenzosebastia.jpg,"This is a highly controversial painting. Some critics regard it as a work of great beauty; others play down its importance, claiming that the saint, although displaying an undeniable beauty of form, has no particular facial expression, being nothing more than a simple reproduction of the youth who served as the artist's model.",1451-1500,"Tempera on wood, 55 x 49 cm",True,False,False,False,False,False,False,False,False
54,3728.0,"PERUGINO, Pietro",St Sebastian,https://www.wga.hu/html/p/perugino/saints/sebasti1.html,https://www.wga.hu/detail/p/perugino/saints/sebasti1.jpg,web_gallery_pperuginosaintssebasti1.jpg,The painting is signed: PETRVS PERVSINVS PINXIT.,1451-1500,"Tempera on wood, 174 x 88 cm",True,False,False,False,False,False,False,False,False
31,1336.0,DOMENICO DA TOLMEZZO,St Lucy Altarpiece (Pala di S. Lucia),https://www.wga.hu/html/d/domenico/tolmezzo/stlucy.html,https://www.wga.hu/detail/d/domenico/tolmezzo/stlucy.jpg,web_gallery_ddomenicotolmezzostlucy.jpg,The painter belonged to the sphere of influence of Giovanni Bellini and Pellegrino da San Daniele.,1451-1500,Wood,False,False,False,False,False,False,False,True,False
63,259.0,BACCHIACCA,The Preaching of Saint John the Baptist,https://www.wga.hu/html/b/bacchiac/preach.html,https://www.wga.hu/detail/b/bacchiac/preach.jpg,web_gallery_bbacchiacpreach.jpg,This painting of the eclectic artist shows the strong influence of Perugino. The work was restored in 1955-60.,1501-1550,"Oil on wood, 68,5 x 92 cm",False,False,True,False,False,False,False,False,False
60,1677.0,GHERARDO DI GIOVANNI DEL FORA,Virgin and Child with the Infant St John the Baptist and the Young St Jerome,https://www.wga.hu/html/g/gherardo/zvirgin.html,https://www.wga.hu/detail/g/gherardo/zvirgin.jpg,web_gallery_ggherardozvirgin.jpg,"Formerly this panel was attributed various members of Domenico Ghirlandaio's circle, since the 1970s it is attributed to Gherardo di Giovanni. Originally the panel was a circular tondo, the present octagonal form is the result of later cutting. In the background St Jerome appears as a penitent in the desert.",1451-1500,"Tempera on wood, 64 x 64 cm",False,False,True,True,False,False,False,False,False
115,2809.0,"LOTTO, Lorenzo",Sts Catherine of Siena and Sigismund,https://www.wga.hu/html/l/lotto/2/01recan5.html,https://www.wga.hu/detail/l/lotto/2/01recan5.jpg,web_gallery_llotto201recan5.jpg,The panel is the upper right compartment of the Recanati Polyptych.,1501-1550,"Oil on wood, 67 x 67 cm",False,True,False,False,False,False,False,False,False
21,482.0,BICCI DI NERI,Tobias and the Angel and St Jerome,https://www.wga.hu/html/b/bicci/neri/tobias_a.html,https://www.wga.hu/detail/b/bicci/neri/tobias_a.jpg,web_gallery_bbiccineritobias_a.jpg,"This small work, of which several versions and a nearly identical copy survive (Museo Horne, Florence) recounts the biblical story of Tobias who set out on a long trip under the protection of the Archangel Raphael in order to reclaim the deposited family fortune. On the trip, he also found medication for his father's blindness in the gall of a fish. Raphael had a great cult in Florence; also a confraternity was named after him. According to a widely accepted hypothesis, these small pictures were created as votive pieces: rich merchant families may have ordered them for their sons who went on long business trips and who were thus recommended for the archangel's protection. In these works, Raphael and Tobias are often accompanied by another saint  here St Jerome  who may appear as the personal patron saint of the traveller.",1451-1500,"Tempera and gold on wood, 33 x 24 cm",False,False,False,True,False,False,False,False,False
113,314.0,BARTOLO DI FREDI,St John the Evangelist,https://www.wga.hu/html/b/bartolo/evangeli.html,https://www.wga.hu/detail/b/bartolo/evangeli.jpg,web_gallery_bbartoloevangeli.jpg,,1351-1400,"Tempera on wood, gold ground",False,False,False,False,False,False,False,False,True
145,2627.0,"LIPPI, Filippino",St Jerome,https://www.wga.hu/html/l/lippi/flippino/2/4sjerome.html,https://www.wga.hu/detail/l/lippi/flippino/2/4sjerome.jpg,web_gallery_llippiflippino24sjerome.jpg,"Vasari also mentioned that this work was commissioned by the Badia Fiorentina. It shows Saint Jerome kneeling in front of the Crucifix, with a wooded landscape in the background. The composition is built up with numerous, broken planes and the drama of the scene is enhanced by the rumpled folds of the saint's robe.The sculpted, hollowed face reminds us of the emotionally charged art of Andrea del Castagno.",1451-1500,"Oil on wood, 136 x 71 cm",False,False,False,True,False,False,False,False,False
10,164.0,Bernardo Cavallino,Saint Catherine of Alexandria Object Page,https://www.metmuseum.org/art/collection/search/435861?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=560&amp;rpp=40&amp;pos=564,https://images.metmuseum.org/CRDImages/ep/original/DP285749.jpg,met_gallery_DP285749.jpg,"Saint Catherine, a fourth-century Christian martyr, is shown with the spiked wheel used to torture her. The sword and books are also traditional attributes of the saint. An artist of exceptional refinement and elegance, Bernardo Cavallino specialized in small-scale paintings and half-length compositions that owe much to the naturalistic style of Ribera and to the example of Venetian painting filtered through Rubens.",,Oil on canvas,False,True,False,False,False,False,False,False,False
48,1141.0,"CRANACH, Lucas the Elder",Triptych: The Martyrdom of St Catherine (central panel),https://www.wga.hu/html/c/cranach/lucas_e/01/01altar2.html,https://www.wga.hu/detail/c/cranach/lucas_e/01/01altar2.jpg,web_gallery_ccranachlucas_e0101altar2.jpg,"The central panel of the triptych depicts two moments of the martyrdom, one when the lightning destroys the wheel and the other the beheading. The two equestrian men at the left are Frederic the Wise and John the Steadfast.",1501-1550,"Lime-tree, 126 x 140 cm",False,True,False,False,False,False,False,False,False
28,2148.0,"GOZZOLI, Benozzo","Scenes from the Life of St Francis (Scene 3, south wall)",https://www.wga.hu/html/g/gozzoli/2montefa/03scene.html,https://www.wga.hu/detail/g/gozzoli/2montefa/03scene.jpg,web_gallery_ggozzoli2montefa03scene.jpg,"The Vision of San Damiano (on the lost stained-glass window) is followed by the Renunciation of Worldly Goods, the last of the scenes from the saint's youth. The scene takes place before the backdrop of a city.",1451-1500,"Fresco, 270 x 220 cm",False,False,False,False,True,False,False,False,False
17,4451.0,"SEMITECOLO, Nicoletto",St Sebastian Beaten with Sticks,https://www.wga.hu/html/s/semiteco/sebastia.html,https://www.wga.hu/detail/s/semiteco/sebastia.jpg,web_gallery_ssemitecosebastia.jpg,The reliquiary on the St Sebastian Altar in the Padua cathedral had seven decorating panels four of them representing scenes from the life of the Saint. The panels are now in the sacristy of the canons of the cathedral of Padua.,1351-1400,"Tempera on wood, 65 x 72 cm",True,False,False,False,False,False,False,False,False
101,3478.0,"MOSER, Lukas",Magdalene Altar,https://www.wga.hu/html/m/moser/magdalen.html,https://www.wga.hu/detail/m/moser/magdalen.jpg,web_gallery_mmosermagdalen.jpg,This altarpiece ranks among those exceptional works produced in Germany in the first half of the 15th century. It is as important to the art of German-speaking lands as van Eyck's Ghent Altarpiece is to that of the Netherlands. Both were completed in 1432.,1401-1450,"Mixed technique on wood, 300 x 240 cm",False,False,False,False,False,True,False,False,False
37,4302.0,"RUBENS, Peter Paul",The Crowning of St Catherine,https://www.wga.hu/html/r/rubens/14religi/72religi.html,https://www.wga.hu/detail/r/rubens/14religi/72religi.jpg,web_gallery_rrubens14religi72religi.jpg,"In his religious paintings Rubens tried to stir the viewer's emotions. Pictures with a theme of Catholic dogma intended as propaganda loose something of their emphasis in favour of an unmistakable lyricism, clearly illustrated by the Crowning of St Catherine.",1601-1650,"Oil on canvas, 266 x 214 cm",False,True,False,False,False,False,False,False,False
22,5144.0,"VERONESE, Paolo",Sts Mark and Marcellinus Being Led to Martyrdom,https://www.wga.hu/html/v/veronese/02a/1choir/1marcel.html,https://www.wga.hu/detail/v/veronese/02a/1choir/1marcel.jpg,web_gallery_vveronese02a1choir1marcel.jpg,This painting is on the wall of the chancel (presbytery) of the church of San Sebastiano.,1551-1600,"Oil on canvas, 355 x 540 cm",False,False,False,False,False,False,True,False,False
52,5654.0,Felice Brusasorci,"Virgin and Child with the Infant John the Baptist, and Saints Francis of Assisi and Clare",https://www.artic.edu/artworks/24703/virgin-and-child-with-the-infant-john-the-baptist-and-saints-francis-of-assisi-and-clare,"https://www.artic.edu/iiif/2/b0a6ab47-55e2-c679-df03-ec5c867af94a/full/600,/0/default.jpg",chicago_art_gallery_b0a6ab47-55e2-c679-df03-ec5c867af94a.jpg,"Suzanne Folds McCullagh and Laura M. Giles, Italian Drawings before 1600 in The Art Institute of Chicago:  A Catalogue of the Collection (Chicago, 1997), p. 44, no. 48 (ill.).", 1562–1605,"Brush and brown wash and blue-gray gouache (the latter added by a later hand), over black chalk(?), on tan laid paper, laid down on ivory wove card (3 sections cut from original sheet)",False,False,False,False,True,False,False,False,False
105,1458.0,"EYCK, Jan van",The Ghent Altarpiece: St John the Baptist,https://www.wga.hu/html/e/eyck_van/jan/09ghent/1open1/u5john.html,https://www.wga.hu/detail/e/eyck_van/jan/09ghent/1open1/u5john.jpg,web_gallery_eeyck_vanjan09ghent1open1u5john.jpg,On the panel right to God is St John the Baptist.,1401-1450,"Oil on wood, 168,1 x 75,1 cm",False,False,True,False,False,False,False,False,False
44,5576.0,"Circle of Jacopo Palma, called Palma il Giovane",Seated Saint John the Baptist,https://www.artic.edu/artworks/81944/seated-saint-john-the-baptist,"https://www.artic.edu/iiif/2/5fd5c12f-6eed-765c-b9fa-6025135fbc8a/full/600,/0/default.jpg",chicago_art_gallery_5fd5c12f-6eed-765c-b9fa-6025135fbc8a.jpg,McCullagh & Giles 211 , 1598–1602,"Pen and brown ink with brush and brown wash, heightened with white gouache, with black chalk, on blue laid paper, laid down on ivory laid paper",False,False,True,False,False,False,False,False,False
72,3264.0,MASTER of the View of Ste Gudule,St Catherine of Alexandria with Sts Elizabeth of Hungary and Dorothy,https://www.wga.hu/html/m/master/gudule/catherin.html,https://www.wga.hu/detail/m/master/gudule/catherin.jpg,web_gallery_mmastergudulecatherin.jpg,"The artist was named after a panel in the Louvre of St Géry Preaching, which depicts in the background the façade of the cathedral church of Sainte Gudule in Brussels (later re-dedicated to St Michael). Since one of the two towers visible in the Louvre painting is depicted unfinished, it must date from well before the end of the 15th century. ",1451-1500,"Oil on panel, 45 x 47 cm",False,True,False,False,False,False,False,False,False
